company_id,year,state,industry,size_category,employees,revenue_m_usd,tech_invest_pct,tech_invest_usd,tech_emp_pct,years_in_business,founded_year,cloud_adopted,has_data_strategy,ceo_tech_background,digital_maturity,ai_adopted,ai_tools_count,ai_investment_usd,productivity_gain_pct,revenue_growth_pct,primary_barrier
SME_00834,2023,Arkansas,Technology & Software,Micro (1-9),7,0.212,0.0431,9135.0,0.0058,15,2008,1,1,0,4.75,1,2,10315.0,19.99,35.89,None
SME_00835,2023,Ohio,Finance & Insurance,Small (10-49),24,1.167,0.0256,29919.0,0.182,28,1995,1,0,0,3.45,1,3,12163.0,31.38,28.49,None
SME_00836,2022,Tennessee,Agriculture,Micro (1-9),4,0.064,0.0343,2189.0,0.1081,6,2016,0,0,0,2.53,0,0,0.0,0.0,-1.37,Lack of expertise
SME_00837,2024,Indiana,Retail & E-commerce,Upper-Mid (250-500),436,8.313,0.0591,491000.0,0.1016,11,2013,0,0,0,10.0,1,3,249371.0,18.17,6.99,None
SME_00838,2020,Tennessee,Professional Services,Micro (1-9),4,0.131,0.0551,7227.0,0.0227,14,2006,0,0,0,2.03,0,0,0.0,0.0,33.28,Security concerns
SME_00839,2024,Montana,Construction,Small (10-49),16,0.919,0.0522,48039.0,0.013,40,1984,1,0,1,6.81,1,3,21938.0,22.65,17.24,None
SME_00840,2023,Colorado,Hospitality & Food,Small (10-49),40,0.183,0.0362,6621.0,0.1417,34,1989,0,0,1,4.88,1,3,879.0,23.4,24.91,None
SME_00841,2021,Illinois,Finance & Insurance,Micro (1-9),2,0.067,0.0405,2698.0,0.1019,9,2012,1,0,0,2.35,0,0,0.0,0.0,-5.41,Cost
SME_00842,2022,Illinois,Construction,Medium (50-249),127,7.732,0.0774,598689.0,0.1089,36,1986,1,1,0,8.42,1,6,192513.0,25.71,4.78,None
SME_00843,2020,Iowa,Finance & Insurance,Medium (50-249),246,20.942,0.0208,435005.0,0.0984,45,1975,0,1,0,1.83,0,0,0.0,0.0,11.12,Unclear ROI
SME_00844,2019,Massachusetts,Healthcare & Biotech,Micro (1-9),9,0.902,0.0128,11592.0,0.0635,8,2011,0,0,0,3.22,0,0,0.0,0.0,3.47,Data quality
SME_00845,2019,Montana,Construction,Small (10-49),43,2.486,0.0471,117028.0,0.0619,49,1970,0,0,0,4.67,0,0,0.0,0.0,-14.53,Data quality
SME_00846,2021,Montana,Manufacturing,Micro (1-9),3,0.154,0.0421,6469.0,0.0746,17,2004,0,0,0,4.39,1,5,1594.0,38.29,20.94,None
SME_00847,2021,Tennessee,Agriculture,Micro (1-9),9,0.112,0.0434,4841.0,0.0635,23,1998,1,0,0,2.51,0,0,0.0,0.0,12.05,Lack of expertise
SME_00848,2022,Massachusetts,Manufacturing,Small (10-49),46,4.063,0.0513,208225.0,0.1594,37,1985,1,0,0,6.01,0,0,0.0,0.0,28.52,Lack of expertise
SME_00849,2023,Georgia,Education,Micro (1-9),7,0.117,0.0213,2496.0,0.0407,17,2006,1,0,0,4.33,0,0,0.0,0.0,-15.06,Data quality
SME_00850,2022,Missouri,Healthcare & Biotech,Medium (50-249),51,4.251,0.0271,115405.0,0.1198,24,1998,1,0,0,2.32,1,2,137362.0,15.12,5.28,None
SME_00851,2024,Pennsylvania,Finance & Insurance,Small (10-49),26,7.083,0.0544,384973.0,0.1015,43,1981,0,1,0,6.24,1,1,252042.0,24.17,7.96,None
SME_00852,2019,Arizona,Retail & E-commerce,Micro (1-9),7,0.201,0.0246,4945.0,0.091,37,1982,1,1,0,4.14,1,3,9712.0,25.7,30.57,None
SME_00853,2023,Texas,Education,Small (10-49),19,0.356,0.0258,9191.0,0.051,20,2003,1,0,0,4.91,0,0,0.0,0.0,15.26,Security concerns
SME_00854,2019,Tennessee,Hospitality & Food,Micro (1-9),1,0.05,0.0491,2457.0,0.1388,28,1991,0,0,0,3.38,0,0,0.0,0.0,1.11,Data quality
SME_00855,2019,Texas,Education,Micro (1-9),9,0.091,0.0293,2673.0,0.0458,43,1976,0,0,0,1.41,0,0,0.0,0.0,-20.3,Data quality
SME_00856,2023,California,Retail & E-commerce,Medium (50-249),239,5.234,0.0837,438174.0,0.0853,16,2007,1,0,0,8.88,1,2,87832.0,21.2,6.23,None
SME_00857,2024,Arizona,Education,Small (10-49),32,2.538,0.0399,101371.0,0.0964,49,1975,1,0,0,6.14,1,3,25036.0,26.3,21.82,None
SME_00858,2022,Georgia,Retail & E-commerce,Small (10-49),40,0.687,0.0289,19887.0,0.1617,6,2016,1,1,0,2.7,1,4,3501.0,35.84,41.78,None
SME_00859,2022,Illinois,Healthcare & Biotech,Micro (1-9),5,0.433,0.0232,10030.0,0.1231,27,1995,1,0,0,5.7,1,6,4477.0,26.66,5.16,None
SME_00860,2021,Georgia,Finance & Insurance,Micro (1-9),6,0.269,0.0259,6952.0,0.0389,45,1976,0,1,1,2.38,0,0,0.0,0.0,15.76,Regulatory
SME_00861,2022,Virginia,Technology & Software,Small (10-49),33,1.833,0.0158,28958.0,0.1056,25,1997,0,0,0,2.52,1,3,64099.0,32.94,16.77,None
SME_00862,2022,Colorado,Healthcare & Biotech,Micro (1-9),6,0.191,0.005,953.0,0.0452,11,2011,0,0,1,4.4,1,4,4756.0,27.84,20.89,None
SME_00863,2021,Virginia,Professional Services,Small (10-49),28,1.045,0.0538,56237.0,0.1423,36,1985,0,0,0,3.65,0,0,0.0,0.0,3.68,Regulatory
SME_00864,2024,Ohio,Hospitality & Food,Upper-Mid (250-500),345,4.915,0.1168,573935.0,0.0824,34,1990,0,0,0,9.28,0,0,0.0,0.0,-2.17,Regulatory
SME_00865,2019,Florida,Healthcare & Biotech,Small (10-49),38,2.604,0.021,54776.0,0.1255,46,1973,1,0,0,5.26,0,0,0.0,0.0,3.18,Cost
SME_00866,2019,Virginia,Healthcare & Biotech,Medium (50-249),72,6.535,0.0487,318407.0,0.079,38,1981,1,0,0,10.0,1,6,174964.0,20.14,24.27,None
SME_00867,2022,Ohio,Manufacturing,Small (10-49),14,0.778,0.0388,30231.0,0.0917,36,1986,0,1,1,3.41,1,2,39156.0,19.55,16.62,None
SME_00868,2024,Virginia,Construction,Small (10-49),29,1.598,0.005,7988.0,0.1255,7,2017,1,1,0,3.2,1,5,213893.0,26.51,2.03,None
SME_00869,2024,Alabama,Retail & E-commerce,Micro (1-9),8,0.24,0.0322,7706.0,0.1378,46,1978,0,0,1,5.02,1,3,8575.0,36.13,27.46,None
SME_00870,2023,Texas,Retail & E-commerce,Micro (1-9),2,0.061,0.0281,1701.0,0.0,47,1976,0,0,0,4.75,1,5,8878.0,39.61,19.04,None
SME_00871,2024,Washington,Agriculture,Medium (50-249),181,3.796,0.0435,165094.0,0.1637,43,1981,1,0,1,6.46,1,3,39012.0,26.8,11.36,None
SME_00872,2023,California,Healthcare & Biotech,Micro (1-9),1,0.05,0.0314,1572.0,0.1321,10,2013,0,1,0,2.83,1,3,5384.0,20.8,-20.7,None
SME_00873,2020,North Carolina,Professional Services,Micro (1-9),5,0.054,0.005,271.0,0.1395,6,2014,0,0,0,3.54,0,0,0.0,0.0,-17.58,Unclear ROI
SME_00874,2023,Arkansas,Professional Services,Micro (1-9),9,0.055,0.0242,1331.0,0.0476,34,1989,1,1,1,6.88,0,0,0.0,0.0,25.61,Data quality
SME_00875,2024,Tennessee,Finance & Insurance,Micro (1-9),1,0.119,0.0453,5368.0,0.0936,15,2009,1,1,0,2.93,0,0,0.0,0.0,10.14,Cost
SME_00876,2020,Tennessee,Technology & Software,Medium (50-249),61,1.226,0.0507,62197.0,0.1719,37,1983,0,0,1,8.64,1,3,34504.0,18.76,14.95,None
SME_00877,2024,North Carolina,Hospitality & Food,Medium (50-249),109,1.959,0.041,80371.0,0.1446,10,2014,1,0,0,2.68,0,0,0.0,0.0,9.6,Regulatory
SME_00878,2022,Mississippi,Retail & E-commerce,Small (10-49),42,0.915,0.0583,53405.0,0.0759,48,1974,1,0,0,5.72,0,0,0.0,0.0,-2.66,Unclear ROI
SME_00879,2023,Georgia,Healthcare & Biotech,Small (10-49),37,2.093,0.0679,142120.0,0.0972,22,2001,1,1,1,4.29,1,5,21004.0,23.3,30.52,None
SME_00880,2023,Illinois,Retail & E-commerce,Micro (1-9),4,0.107,0.0101,1080.0,0.0691,51,1972,1,0,0,2.95,0,0,0.0,0.0,6.3,Regulatory
SME_00881,2021,Indiana,Agriculture,Small (10-49),23,0.272,0.0584,15878.0,0.1394,47,1974,0,0,0,3.71,0,0,0.0,0.0,6.66,Regulatory
SME_00882,2022,Arizona,Retail & E-commerce,Micro (1-9),1,0.05,0.0379,1896.0,0.1422,31,1991,1,0,0,2.75,0,0,0.0,0.0,-8.46,Data quality
SME_00883,2024,New York,Hospitality & Food,Small (10-49),18,0.461,0.0329,15141.0,0.0682,41,1983,1,0,1,4.18,0,0,0.0,0.0,8.1,Unclear ROI
SME_00884,2024,Kansas,Retail & E-commerce,Small (10-49),30,0.182,0.0474,8630.0,0.1374,44,1980,0,0,0,5.15,1,1,8741.0,26.0,23.24,None
SME_00885,2023,Ohio,Hospitality & Food,Upper-Mid (250-500),296,2.748,0.0666,183002.0,0.1598,24,1999,1,1,0,4.52,0,0,0.0,0.0,6.17,Data quality
SME_00886,2020,Washington,Manufacturing,Micro (1-9),4,0.241,0.0142,3435.0,0.0583,20,2000,1,0,0,6.47,1,7,5386.0,37.4,4.78,None
SME_00887,2022,Missouri,Agriculture,Small (10-49),35,0.576,0.041,23622.0,0.117,50,1972,1,0,0,5.5,0,0,0.0,0.0,20.14,Regulatory
SME_00888,2024,Colorado,Technology & Software,Medium (50-249),243,17.392,0.0914,1589766.0,0.0638,30,1994,0,1,0,6.82,1,5,72798.0,20.66,31.24,None
SME_00889,2021,Tennessee,Healthcare & Biotech,Micro (1-9),7,0.257,0.005,1287.0,0.1038,27,1994,1,0,0,4.62,1,2,2540.0,25.04,1.03,None
SME_00890,2019,Kansas,Construction,Micro (1-9),2,0.146,0.0516,7513.0,0.1175,29,1990,0,0,1,4.5,0,0,0.0,0.0,13.84,Data quality
SME_00891,2023,Indiana,Hospitality & Food,Upper-Mid (250-500),316,3.419,0.0594,202971.0,0.0904,35,1988,0,0,0,6.92,1,4,47144.0,24.55,-5.59,None
SME_00892,2024,Alabama,Manufacturing,Medium (50-249),191,65.434,0.0527,3447405.0,0.0631,51,1973,1,0,0,6.21,0,0,0.0,0.0,7.41,Security concerns
SME_00893,2024,Florida,Professional Services,Upper-Mid (250-500),461,22.142,0.0705,1560301.0,0.1008,51,1973,0,0,1,8.32,1,6,553967.0,18.64,3.86,None
SME_00894,2023,Missouri,Manufacturing,Medium (50-249),140,7.678,0.0868,666111.0,0.1675,52,1971,0,0,0,4.56,0,0,0.0,0.0,12.18,Lack of expertise
SME_00895,2024,Colorado,Technology & Software,Micro (1-9),5,0.219,0.0375,8205.0,0.0694,37,1987,0,1,0,2.83,1,1,5607.0,13.95,29.89,None
SME_00896,2019,California,Finance & Insurance,Small (10-49),27,4.682,0.0373,174781.0,0.16,43,1976,0,1,0,1.45,1,6,403506.0,38.62,25.23,None
SME_00897,2022,Virginia,Healthcare & Biotech,Small (10-49),30,1.095,0.0346,37858.0,0.1072,37,1985,0,0,0,7.47,1,1,10372.0,29.57,34.44,None
SME_00898,2020,Arizona,Manufacturing,Small (10-49),12,1.901,0.028,53171.0,0.1726,11,2009,0,0,0,2.7,1,5,92670.0,39.15,35.27,None
SME_00899,2023,Arkansas,Professional Services,Medium (50-249),223,8.623,0.049,422289.0,0.1547,14,2009,0,0,0,4.93,1,4,550289.0,17.02,4.38,None
SME_00900,2020,Oregon,Professional Services,Medium (50-249),245,30.083,0.0379,1141362.0,0.0579,15,2005,0,0,0,8.26,1,5,824449.0,41.86,12.21,None
SME_00901,2021,Colorado,Construction,Micro (1-9),5,0.131,0.0515,6762.0,0.1243,15,2006,1,0,1,5.5,1,3,20085.0,23.18,23.35,None
SME_00902,2019,Texas,Technology & Software,Small (10-49),41,0.778,0.0361,28080.0,0.1394,27,1992,1,0,0,8.79,1,4,12619.0,23.24,9.84,None
SME_00903,2022,Pennsylvania,Manufacturing,Upper-Mid (250-500),401,80.248,0.0648,5203545.0,0.171,10,2012,0,0,0,8.69,1,2,1280732.0,12.92,26.95,None
SME_00904,2021,Wisconsin,Finance & Insurance,Upper-Mid (250-500),250,12.531,0.0589,738708.0,0.2506,22,1999,1,0,0,7.01,1,3,45890.0,17.46,28.22,None
SME_00905,2023,Tennessee,Construction,Micro (1-9),3,0.065,0.0214,1394.0,0.087,4,2019,0,0,1,4.19,1,5,1151.0,26.57,27.48,None
SME_00906,2019,Missouri,Construction,Micro (1-9),6,0.133,0.0202,2676.0,0.0563,16,2003,0,0,0,3.65,0,0,0.0,0.0,4.71,Lack of expertise
SME_00907,2021,Massachusetts,Education,Micro (1-9),6,0.178,0.0459,8175.0,0.0613,33,1988,1,1,0,4.12,1,1,8179.0,28.46,-2.68,None
SME_00908,2023,South Dakota,Healthcare & Biotech,Micro (1-9),9,0.22,0.0501,11037.0,0.0709,7,2016,1,1,1,6.01,1,6,9688.0,37.77,41.68,None
SME_00909,2024,Wisconsin,Agriculture,Small (10-49),16,0.361,0.0505,18218.0,0.1806,2,2022,1,0,0,4.89,0,0,0.0,0.0,-0.92,Security concerns
SME_00910,2019,Indiana,Professional Services,Micro (1-9),1,0.05,0.0332,1661.0,0.0654,25,1994,1,1,1,3.14,0,0,0.0,0.0,14.24,Data quality
SME_00911,2023,Tennessee,Professional Services,Medium (50-249),189,5.017,0.02,100339.0,0.021,4,2019,1,0,0,3.99,1,1,241795.0,15.14,14.29,None
SME_00912,2022,Alabama,Finance & Insurance,Micro (1-9),7,0.74,0.0175,12939.0,0.0735,25,1997,1,0,0,3.22,0,0,0.0,0.0,-16.03,Lack of expertise
SME_00913,2023,Oregon,Manufacturing,Small (10-49),37,2.548,0.0585,148935.0,0.1369,45,1978,0,0,0,3.37,0,0,0.0,0.0,-0.49,Regulatory
SME_00914,2022,Virginia,Retail & E-commerce,Upper-Mid (250-500),308,16.847,0.0742,1249991.0,0.1,3,2019,0,0,1,7.45,1,4,1971110.0,27.0,28.08,None
SME_00915,2022,Georgia,Education,Small (10-49),48,0.695,0.0487,33868.0,0.1224,36,1986,1,1,1,5.26,0,0,0.0,0.0,-5.72,Unclear ROI
SME_00916,2023,Florida,Technology & Software,Small (10-49),29,1.508,0.0476,71735.0,0.1651,19,2004,1,1,1,3.13,1,3,23715.0,24.91,12.63,None
SME_00917,2024,Illinois,Hospitality & Food,Micro (1-9),7,0.098,0.0392,3842.0,0.0185,47,1977,1,0,0,1.38,0,0,0.0,0.0,-20.78,Lack of expertise
SME_00918,2020,Montana,Finance & Insurance,Micro (1-9),3,0.192,0.0192,3675.0,0.1188,22,1998,0,0,0,3.18,0,0,0.0,0.0,-6.32,Lack of expertise
SME_00919,2020,Indiana,Construction,Medium (50-249),104,3.61,0.0528,190455.0,0.017,14,2006,0,0,0,4.61,0,0,0.0,0.0,1.68,Lack of expertise
SME_00920,2019,Illinois,Healthcare & Biotech,Micro (1-9),7,1.109,0.0412,45657.0,0.0823,39,1980,0,0,0,5.56,0,0,0.0,0.0,26.36,Lack of expertise
SME_00921,2022,North Carolina,Finance & Insurance,Small (10-49),39,0.71,0.005,3551.0,0.1243,43,1979,1,1,1,2.42,0,0,0.0,0.0,3.26,Security concerns
SME_00922,2023,Iowa,Agriculture,Medium (50-249),156,6.704,0.0407,272951.0,0.0234,41,1982,0,1,1,3.36,0,0,0.0,0.0,13.16,Lack of expertise
SME_00923,2023,Massachusetts,Education,Upper-Mid (250-500),461,3.132,0.0844,264318.0,0.0628,37,1986,1,1,0,2.87,0,0,0.0,0.0,20.55,Data quality
SME_00924,2024,New York,Education,Micro (1-9),5,0.059,0.0376,2230.0,0.0,10,2014,0,1,0,4.59,0,0,0.0,0.0,20.3,Regulatory
SME_00925,2024,Iowa,Professional Services,Small (10-49),44,0.617,0.0199,12249.0,0.1778,18,2006,1,0,0,3.37,0,0,0.0,0.0,10.53,Unclear ROI
SME_00926,2024,California,Professional Services,Micro (1-9),9,0.37,0.0419,15522.0,0.1554,21,2003,0,0,0,5.59,1,6,1843.0,27.13,13.74,None
SME_00927,2021,Nebraska,Construction,Micro (1-9),5,0.184,0.0589,10844.0,0.0894,29,1992,1,0,0,4.6,0,0,0.0,0.0,8.88,Data quality
SME_00928,2024,Massachusetts,Manufacturing,Small (10-49),26,3.583,0.0492,176208.0,0.1813,42,1982,1,1,1,5.15,0,0,0.0,0.0,-13.4,Regulatory
SME_00929,2019,Arizona,Agriculture,Medium (50-249),249,17.957,0.0189,339670.0,0.1802,40,1979,0,0,0,4.58,1,2,152299.0,21.32,4.02,None
SME_00930,2024,Wyoming,Retail & E-commerce,Micro (1-9),6,0.86,0.0256,22025.0,0.0098,43,1981,1,1,0,2.97,0,0,0.0,0.0,10.98,Regulatory
SME_00931,2024,Tennessee,Agriculture,Medium (50-249),159,5.056,0.0416,210263.0,0.1911,40,1984,0,0,0,4.69,0,0,0.0,0.0,14.81,Regulatory
SME_00932,2023,California,Manufacturing,Micro (1-9),8,0.183,0.0187,3415.0,0.0613,34,1989,1,0,1,1.0,0,0,0.0,0.0,-0.28,Regulatory
SME_00933,2020,California,Hospitality & Food,Micro (1-9),1,0.05,0.0533,2664.0,0.0471,8,2012,0,0,0,4.67,0,0,0.0,0.0,22.79,Unclear ROI
SME_00934,2024,Virginia,Agriculture,Micro (1-9),6,0.869,0.0294,25546.0,0.1276,32,1992,1,1,1,3.39,0,0,0.0,0.0,-3.48,Data quality
SME_00935,2024,Arkansas,Retail & E-commerce,Micro (1-9),7,0.845,0.0128,10828.0,0.0804,28,1996,1,0,0,4.27,1,5,8672.0,26.97,23.54,None
SME_00936,2023,Michigan,Technology & Software,Micro (1-9),9,0.357,0.0317,11288.0,0.0,29,1994,1,0,0,3.95,1,1,13490.0,27.53,39.12,None
SME_00937,2024,New York,Construction,Small (10-49),32,1.283,0.012,15451.0,0.1268,48,1976,1,1,1,4.14,0,0,0.0,0.0,-5.38,Cost
SME_00938,2021,California,Manufacturing,Micro (1-9),5,0.377,0.0331,12460.0,0.0315,14,2007,1,0,1,2.91,0,0,0.0,0.0,11.96,Regulatory
SME_00939,2024,Montana,Finance & Insurance,Micro (1-9),7,0.488,0.031,15153.0,0.0867,44,1980,1,0,1,1.34,0,0,0.0,0.0,-0.12,Regulatory
SME_00940,2024,Minnesota,Retail & E-commerce,Micro (1-9),5,0.183,0.016,2921.0,0.0276,26,1998,1,0,0,2.35,0,0,0.0,0.0,9.89,Security concerns
SME_00941,2023,Tennessee,Retail & E-commerce,Micro (1-9),4,0.145,0.0337,4905.0,0.1517,12,2011,0,1,0,4.8,1,5,17885.0,21.85,23.74,None
SME_00942,2024,Wyoming,Manufacturing,Upper-Mid (250-500),270,8.208,0.0365,299457.0,0.1711,24,2000,1,1,0,7.5,0,0,0.0,0.0,10.65,Security concerns
SME_00943,2020,Minnesota,Education,Small (10-49),36,0.637,0.0566,36045.0,0.1351,19,2001,0,1,1,6.13,0,0,0.0,0.0,18.81,Data quality
SME_00944,2024,Colorado,Retail & E-commerce,Micro (1-9),3,0.08,0.0331,2640.0,0.0375,43,1981,1,0,0,4.04,1,4,4534.0,28.61,33.54,None
SME_00945,2021,Arizona,Finance & Insurance,Micro (1-9),7,0.536,0.0645,34582.0,0.1159,10,2011,1,0,1,1.0,0,0,0.0,0.0,1.34,Data quality
SME_00946,2024,Nebraska,Manufacturing,Micro (1-9),7,0.886,0.0135,11956.0,0.1459,7,2017,1,0,0,4.12,0,0,0.0,0.0,-9.51,Regulatory
SME_00947,2019,Massachusetts,Education,Micro (1-9),4,0.074,0.0429,3171.0,0.059,39,1980,0,0,0,2.36,0,0,0.0,0.0,-3.2,Unclear ROI
SME_00948,2020,California,Construction,Micro (1-9),9,0.616,0.0451,27787.0,0.1213,38,1982,0,0,1,2.63,0,0,0.0,0.0,30.89,Data quality
SME_00949,2024,California,Finance & Insurance,Small (10-49),26,4.017,0.0582,233795.0,0.1095,51,1973,0,1,0,3.33,1,6,16156.0,38.12,47.94,None
SME_00950,2022,Ohio,Manufacturing,Micro (1-9),3,0.116,0.0418,4858.0,0.038,34,1988,0,0,0,4.01,1,6,2145.0,33.13,7.86,None
SME_00951,2023,Massachusetts,Technology & Software,Micro (1-9),6,0.21,0.0449,9438.0,0.1053,15,2008,1,0,0,5.24,1,1,5113.0,17.1,28.08,None
SME_00952,2022,Florida,Construction,Micro (1-9),3,0.119,0.0178,2110.0,0.116,6,2016,0,0,0,3.15,0,0,0.0,0.0,11.16,Data quality
SME_00953,2021,Montana,Retail & E-commerce,Small (10-49),41,0.372,0.056,20838.0,0.1788,41,1980,0,1,0,3.61,1,6,15440.0,37.0,19.01,None
SME_00954,2022,Wyoming,Technology & Software,Micro (1-9),9,0.715,0.0253,18052.0,0.1541,48,1974,0,0,1,4.91,0,0,0.0,0.0,12.77,Unclear ROI
SME_00955,2019,South Dakota,Education,Micro (1-9),9,0.143,0.0258,3707.0,0.12,10,2009,0,0,0,3.76,0,0,0.0,0.0,8.12,Cost
SME_00956,2023,Massachusetts,Finance & Insurance,Small (10-49),13,0.783,0.0479,37476.0,0.0675,4,2019,1,0,0,6.68,1,1,12268.0,25.47,21.1,None
SME_00957,2019,Massachusetts,Manufacturing,Micro (1-9),4,0.127,0.0283,3595.0,0.0,12,2007,0,0,1,3.72,0,0,0.0,0.0,0.46,Data quality
SME_00958,2022,Florida,Finance & Insurance,Medium (50-249),248,14.986,0.056,839011.0,0.2211,17,2005,1,0,0,4.04,1,2,880139.0,6.18,17.98,None
SME_00959,2024,Iowa,Agriculture,Micro (1-9),4,0.05,0.0231,1157.0,0.1058,14,2010,1,1,0,2.59,0,0,0.0,0.0,-29.13,Lack of expertise
SME_00960,2022,Georgia,Agriculture,Medium (50-249),182,5.865,0.0571,335149.0,0.3068,6,2016,1,1,0,3.48,0,0,0.0,0.0,-0.44,Security concerns
SME_00961,2022,Pennsylvania,Agriculture,Micro (1-9),1,0.05,0.0289,1447.0,0.1368,52,1970,1,1,0,3.16,0,0,0.0,0.0,22.16,Unclear ROI
SME_00962,2019,Ohio,Construction,Medium (50-249),211,7.735,0.0685,529904.0,0.1541,42,1977,1,0,1,6.95,1,3,110935.0,21.02,1.83,None
SME_00963,2024,Pennsylvania,Hospitality & Food,Micro (1-9),5,0.208,0.0183,3811.0,0.0741,54,1970,1,0,0,1.57,0,0,0.0,0.0,-10.76,Data quality
SME_00964,2022,Minnesota,Finance & Insurance,Small (10-49),45,1.665,0.0484,80605.0,0.1012,32,1990,0,0,1,6.97,1,7,7923.0,23.03,25.57,None
SME_00965,2024,Georgia,Retail & E-commerce,Medium (50-249),177,3.613,0.0557,201208.0,0.0695,45,1979,0,1,1,7.37,1,6,24822.0,44.78,25.14,None
SME_00966,2023,Michigan,Professional Services,Small (10-49),45,0.777,0.0165,12778.0,0.0781,12,2011,0,1,0,2.72,0,0,0.0,0.0,24.73,Data quality
SME_00967,2023,Texas,Agriculture,Micro (1-9),8,0.228,0.0274,6253.0,0.04,42,1981,0,0,0,1.59,0,0,0.0,0.0,-5.69,Lack of expertise
SME_00968,2022,Massachusetts,Finance & Insurance,Small (10-49),32,2.539,0.0281,71452.0,0.1502,13,2009,0,0,0,5.97,1,4,75287.0,12.91,10.47,None
SME_00969,2024,Washington,Construction,Small (10-49),15,1.164,0.0296,34432.0,0.0762,24,2000,1,1,1,5.87,0,0,0.0,0.0,22.38,Lack of expertise
SME_00970,2021,Washington,Agriculture,Micro (1-9),8,0.088,0.0163,1439.0,0.1297,18,2003,0,0,0,2.67,0,0,0.0,0.0,23.34,Cost
SME_00971,2021,Iowa,Healthcare & Biotech,Medium (50-249),97,4.248,0.0738,313541.0,0.2161,35,1986,0,0,1,6.82,0,0,0.0,0.0,10.65,Data quality
SME_00972,2023,Florida,Professional Services,Micro (1-9),6,0.173,0.0319,5511.0,0.1132,27,1996,0,1,0,4.26,1,6,415.0,31.72,31.51,None
SME_00973,2024,Indiana,Construction,Small (10-49),39,2.042,0.0219,44755.0,0.1657,7,2017,1,0,0,3.4,0,0,0.0,0.0,-6.35,Cost
SME_00974,2019,Missouri,Retail & E-commerce,Micro (1-9),7,0.707,0.0314,22231.0,0.1654,30,1989,0,1,0,2.83,0,0,0.0,0.0,20.51,Regulatory
SME_00975,2023,Arizona,Healthcare & Biotech,Small (10-49),10,0.348,0.0669,23306.0,0.011,37,1986,1,0,0,8.27,1,5,4168.0,25.84,35.98,None
SME_00976,2021,Georgia,Agriculture,Small (10-49),24,0.29,0.0188,5457.0,0.0361,28,1993,0,0,1,6.15,0,0,0.0,0.0,0.02,Unclear ROI
SME_00977,2023,North Carolina,Agriculture,Small (10-49),39,3.103,0.0664,206101.0,0.0679,36,1987,0,1,0,3.58,1,7,38700.0,35.91,19.83,None
SME_00978,2020,Georgia,Manufacturing,Upper-Mid (250-500),274,23.682,0.1021,2418802.0,0.1819,14,2006,0,0,1,8.76,0,0,0.0,0.0,9.25,Unclear ROI
SME_00979,2024,Colorado,Professional Services,Micro (1-9),5,0.05,0.031,1548.0,0.0847,48,1976,1,0,0,2.94,1,4,7488.0,27.48,17.91,None
SME_00980,2024,Colorado,Manufacturing,Micro (1-9),7,0.305,0.0264,8056.0,0.1455,37,1987,0,0,0,3.21,0,0,0.0,0.0,6.68,Security concerns
SME_00981,2019,Washington,Healthcare & Biotech,Micro (1-9),5,0.524,0.0443,23211.0,0.0491,35,1984,1,0,0,5.07,0,0,0.0,0.0,22.33,Regulatory
SME_00982,2022,Texas,Construction,Micro (1-9),9,0.388,0.0341,13210.0,0.0616,35,1987,1,0,0,3.3,0,0,0.0,0.0,3.95,Unclear ROI
SME_00983,2022,Missouri,Finance & Insurance,Medium (50-249),123,3.493,0.0263,91723.0,0.099,40,1982,1,0,1,5.61,1,3,57770.0,20.78,11.46,None
SME_00984,2024,Tennessee,Retail & E-commerce,Micro (1-9),7,0.177,0.042,7439.0,0.1235,11,2013,0,0,0,5.47,1,5,2624.0,34.27,28.07,None
SME_00985,2020,Illinois,Finance & Insurance,Upper-Mid (250-500),412,26.92,0.0915,2462239.0,0.0179,42,1978,0,0,1,6.12,1,7,360053.0,34.97,39.88,None
SME_00986,2024,Wyoming,Hospitality & Food,Micro (1-9),6,0.121,0.0178,2154.0,0.093,4,2020,0,0,0,4.33,0,0,0.0,0.0,25.79,Unclear ROI
SME_00987,2019,Arizona,Retail & E-commerce,Medium (50-249),75,1.611,0.0692,111428.0,0.1806,26,1993,1,0,0,6.4,0,0,0.0,0.0,0.02,Data quality
SME_00988,2019,Wyoming,Professional Services,Small (10-49),22,0.681,0.0372,25308.0,0.192,17,2002,0,0,0,5.14,0,0,0.0,0.0,23.85,Lack of expertise
SME_00989,2020,Colorado,Technology & Software,Micro (1-9),7,0.184,0.027,4980.0,0.0643,10,2010,1,0,0,3.93,1,3,5881.0,21.77,18.53,None
SME_00990,2020,California,Professional Services,Micro (1-9),6,0.117,0.0457,5346.0,0.0424,34,1986,1,0,0,5.03,0,0,0.0,0.0,12.87,Lack of expertise
SME_00991,2023,Florida,Finance & Insurance,Micro (1-9),8,1.297,0.0181,23515.0,0.0447,26,1997,1,0,0,5.44,1,3,23834.0,14.42,24.17,None
SME_00992,2023,Minnesota,Construction,Small (10-49),16,0.306,0.0427,13097.0,0.1083,50,1973,1,0,0,5.44,0,0,0.0,0.0,20.22,Regulatory
SME_00993,2020,Alabama,Finance & Insurance,Small (10-49),35,7.088,0.0574,407077.0,0.1238,27,1993,0,1,0,3.47,0,0,0.0,0.0,-0.21,Security concerns
