company_id,year,state,industry,size_category,employees,revenue_m_usd,tech_invest_pct,tech_invest_usd,tech_emp_pct,years_in_business,founded_year,cloud_adopted,has_data_strategy,ceo_tech_background,digital_maturity,ai_adopted,ai_tools_count,ai_investment_usd,productivity_gain_pct,revenue_growth_pct,primary_barrier,revenue_per_employee,ai_investment_per_employee,tech_invest_k_usd,size_num,region,post_chatgpt,ai_readiness_score,industry_enc,state_enc,region_enc,size_category_enc,primary_barrier_enc,cluster_id,cluster_name
SME_00893,2024,Florida,Professional Services,Upper-Mid (250-500),112,5.968500000000001,0.0705,1560301.0,0.1008,51,1973,0,0,1,8.32,1,6,29926.25,18.64,3.86,,53290.17857142858,267.1986607142857,1560.301,4,Southeast,1,0.40575,7,5,2,3,6,2.0,AI Pioneers
SME_00894,2023,Missouri,Manufacturing,Medium (50-249),112,5.968500000000001,0.0868,666111.0,0.1675,52,1971,0,0,0,4.56,0,0,0.0,0.0,12.18,Lack of expertise,53290.17857142858,0.0,666.111,3,Midwest,1,0.3507499999999999,6,15,0,0,2,2.0,AI Pioneers
SME_00895,2024,Colorado,Technology & Software,Micro (1-9),5,0.219,0.0375,8205.0,0.0694,37,1987,0,1,0,2.83,1,1,5607.0,13.95,29.89,,43800.0,1121.4,8.205,1,West,1,0.3758500000000001,9,4,4,1,6,3.0,Digital Explorers
SME_00896,2019,California,Finance & Insurance,Small (10-49),27,4.682,0.0373,174781.0,0.16,43,1976,0,1,0,1.45,1,6,29926.25,38.62,25.23,,173407.40740740742,1108.3796296296296,174.781,2,West,0,0.37945,3,3,4,2,6,3.0,Digital Explorers
SME_00897,2022,Virginia,Healthcare & Biotech,Small (10-49),30,1.095,0.0346,37858.0,0.1072,37,1985,0,0,0,7.47,1,1,10372.0,29.57,34.44,,36500.0,345.73333333333335,37.858,2,Southeast,0,0.3296,4,26,2,2,6,1.0,Traditional SMEs
SME_00898,2020,Arizona,Manufacturing,Small (10-49),12,1.901,0.028,53171.0,0.1726,11,2009,0,0,0,2.7,1,5,29926.25,39.15,35.27,,158416.66666666666,2493.8541666666665,53.171,2,Southwest,0,0.2092999999999999,6,1,3,2,6,1.0,Traditional SMEs
SME_00899,2023,Arkansas,Professional Services,Medium (50-249),112,5.968500000000001,0.049,422289.0,0.1547,14,2009,0,0,0,4.93,1,4,29926.25,17.02,4.38,,53290.17857142858,267.1986607142857,422.289,3,Southeast,1,0.29875,7,2,2,0,6,2.0,AI Pioneers
SME_00900,2020,Oregon,Professional Services,Medium (50-249),112,5.968500000000001,0.0379,1141362.0,0.0579,15,2005,0,0,0,8.26,1,5,29926.25,41.86,12.21,,53290.17857142858,267.1986607142857,1141.362,3,West,0,0.3335999999999999,7,21,4,0,6,2.0,AI Pioneers
SME_00901,2021,Colorado,Construction,Micro (1-9),5,0.131,0.0515,6762.0,0.1243,15,2006,1,0,1,5.5,1,3,20085.0,23.18,23.35,,26200.0,4017.0,6.762,1,West,0,0.5544,1,4,4,1,6,0.0,Cost-Conscious Adopters
SME_00902,2019,Texas,Technology & Software,Small (10-49),41,0.778,0.0361,28080.0,0.1394,27,1992,1,0,0,8.79,1,4,12619.0,23.24,9.84,,18975.60975609756,307.780487804878,28.08,2,Southwest,0,0.63755,9,25,3,2,6,1.0,Traditional SMEs
SME_00903,2022,Pennsylvania,Manufacturing,Upper-Mid (250-500),112,5.968500000000001,0.0648,5203545.0,0.171,10,2012,0,0,0,8.69,1,2,29926.25,12.92,26.95,,53290.17857142858,267.1986607142857,5203.545,4,Northeast,0,0.4434,6,22,1,3,6,2.0,AI Pioneers
SME_00904,2021,Wisconsin,Finance & Insurance,Upper-Mid (250-500),112,5.968500000000001,0.0589,738708.0,0.2506,22,1999,1,0,0,7.01,1,3,29926.25,17.46,28.22,,53290.17857142858,267.1986607142857,738.708,4,Midwest,0,0.64865,3,28,0,3,6,2.0,AI Pioneers
SME_00905,2023,Tennessee,Construction,Micro (1-9),3,0.065,0.0214,1394.0,0.087,4,2019,0,0,1,4.19,1,5,1151.0,26.57,27.48,,21666.666666666668,383.6666666666667,1.394,1,Southeast,1,0.2012999999999999,1,24,2,1,6,0.0,Cost-Conscious Adopters
SME_00906,2019,Missouri,Construction,Micro (1-9),6,0.133,0.0202,2676.0,0.0563,16,2003,0,0,0,3.65,0,0,0.0,0.0,4.71,Lack of expertise,22166.666666666668,0.0,2.676,1,Midwest,0,0.16795,1,15,0,1,2,1.0,Traditional SMEs
SME_00907,2021,Massachusetts,Education,Micro (1-9),6,0.178,0.0459,8175.0,0.0613,33,1988,1,1,0,4.12,1,1,8179.0,28.46,-2.68,,29666.666666666668,1363.1666666666667,8.175,1,Northeast,0,0.6730999999999999,2,11,1,1,6,3.0,Digital Explorers
SME_00908,2023,South Dakota,Healthcare & Biotech,Micro (1-9),9,0.22,0.0501,11037.0,0.0709,7,2016,1,1,1,6.01,1,6,9688.0,37.77,41.68,,24444.444444444445,1076.4444444444443,11.037,1,Midwest,1,0.7409000000000001,4,23,0,1,6,0.0,Cost-Conscious Adopters
SME_00909,2024,Wisconsin,Agriculture,Small (10-49),16,0.361,0.0505,18218.0,0.1806,2,2022,1,0,0,4.89,0,0,0.0,0.0,-0.92,Security concerns,22562.5,0.0,18.218,2,Midwest,1,0.56275,0,28,0,2,4,1.0,Traditional SMEs
SME_00910,2019,Indiana,Professional Services,Micro (1-9),1,0.05,0.0332,1661.0,0.0654,25,1994,1,1,1,3.14,0,0,0.0,0.0,14.24,Data quality,50000.0,0.0,1.661,1,Midwest,0,0.6266999999999999,7,8,0,1,1,0.0,Cost-Conscious Adopters
SME_00911,2023,Tennessee,Professional Services,Medium (50-249),112,5.017,0.02,100339.0,0.021,4,2019,1,0,0,3.99,1,1,29926.25,15.14,14.29,,44794.642857142855,267.1986607142857,100.339,3,Southeast,1,0.4102,7,24,2,0,6,2.0,AI Pioneers
SME_00912,2022,Alabama,Finance & Insurance,Micro (1-9),7,0.74,0.0175,12939.0,0.0735,25,1997,1,0,0,3.22,0,0,0.0,0.0,-16.03,Lack of expertise,105714.28571428572,0.0,12.939,1,Southeast,0,0.4096,3,0,2,1,2,1.0,Traditional SMEs
SME_00913,2023,Oregon,Manufacturing,Small (10-49),37,2.548,0.0585,148935.0,0.1369,45,1978,0,0,0,3.37,0,0,0.0,0.0,-0.49,Regulatory,68864.86486486487,0.0,148.935,2,West,1,0.2573,6,21,4,2,3,1.0,Traditional SMEs
SME_00914,2022,Virginia,Retail & E-commerce,Upper-Mid (250-500),112,5.968500000000001,0.0742,1249991.0,0.1,3,2019,0,0,1,7.45,1,4,29926.25,27.0,28.08,,53290.17857142858,267.1986607142857,1249.991,4,Southeast,0,0.3848,8,26,2,3,6,2.0,AI Pioneers
SME_00915,2022,Georgia,Education,Small (10-49),48,0.695,0.0487,33868.0,0.1224,36,1986,1,1,1,5.26,0,0,0.0,0.0,-5.72,Unclear ROI,14479.166666666666,0.0,33.868,2,Southeast,0,0.74205,2,6,2,2,5,0.0,Cost-Conscious Adopters
SME_00916,2023,Florida,Technology & Software,Small (10-49),29,1.508,0.0476,71735.0,0.1651,19,2004,1,1,1,3.13,1,3,23715.0,24.91,12.63,,52000.0,817.7586206896551,71.735,2,Southeast,1,0.6978500000000001,9,5,2,2,6,0.0,Cost-Conscious Adopters
SME_00917,2024,Illinois,Hospitality & Food,Micro (1-9),7,0.098,0.0392,3842.0,0.0185,47,1977,1,0,0,1.38,0,0,0.0,0.0,-20.78,Lack of expertise,14000.0,0.0,3.842,1,Midwest,1,0.35945,5,7,0,1,2,1.0,Traditional SMEs
SME_00918,2020,Montana,Finance & Insurance,Micro (1-9),3,0.192,0.0192,3675.0,0.1188,22,1998,0,0,0,3.18,0,0,0.0,0.0,-6.32,Lack of expertise,64000.0,0.0,3.675,1,West,0,0.1835999999999999,3,16,4,1,2,1.0,Traditional SMEs
SME_00919,2020,Indiana,Construction,Medium (50-249),104,3.61,0.0528,190455.0,0.017,14,2006,0,0,0,4.61,0,0,0.0,0.0,1.68,Lack of expertise,34711.53846153846,0.0,190.455,3,Midwest,0,0.226,1,8,0,0,2,2.0,AI Pioneers
SME_00920,2019,Illinois,Healthcare & Biotech,Micro (1-9),7,1.109,0.0412,45657.0,0.0823,39,1980,0,0,0,5.56,0,0,0.0,0.0,26.36,Lack of expertise,158428.57142857142,0.0,45.657,1,Midwest,0,0.26975,4,7,0,1,2,1.0,Traditional SMEs
SME_00921,2022,North Carolina,Finance & Insurance,Small (10-49),39,0.71,0.005,3551.0,0.1243,43,1979,1,1,1,2.42,0,0,0.0,0.0,3.26,Security concerns,18205.128205128207,0.0,3.551,2,Southeast,0,0.5922499999999999,3,19,2,2,4,0.0,Cost-Conscious Adopters
SME_00922,2023,Iowa,Agriculture,Medium (50-249),112,5.968500000000001,0.0407,272951.0,0.0234,41,1982,0,1,1,3.36,0,0,0.0,0.0,13.16,Lack of expertise,53290.17857142858,0.0,272.951,3,Midwest,1,0.37355,0,9,0,0,2,2.0,AI Pioneers
SME_00923,2023,Massachusetts,Education,Upper-Mid (250-500),112,3.132,0.0844,264318.0,0.0628,37,1986,1,1,0,2.87,0,0,0.0,0.0,20.55,Data quality,27964.285714285714,0.0,264.318,4,Northeast,1,0.6941,2,11,1,3,1,2.0,AI Pioneers
SME_00924,2024,New York,Education,Micro (1-9),5,0.059,0.0376,2230.0,0.0,10,2014,0,1,0,4.59,0,0,0.0,0.0,20.3,Regulatory,11800.0,0.0,2.23,1,Northeast,1,0.3941,2,18,1,1,3,3.0,Digital Explorers
SME_00925,2024,Iowa,Professional Services,Small (10-49),44,0.617,0.0199,12249.0,0.1778,18,2006,1,0,0,3.37,0,0,0.0,0.0,10.53,Unclear ROI,14022.727272727272,0.0,12.249,2,Midwest,1,0.46985,7,9,0,2,5,1.0,Traditional SMEs
SME_00926,2024,California,Professional Services,Micro (1-9),9,0.37,0.0419,15522.0,0.1554,21,2003,0,0,0,5.59,1,6,1843.0,27.13,13.74,,41111.11111111111,204.77777777777777,15.522,1,West,1,0.3082499999999999,7,3,4,1,6,1.0,Traditional SMEs
SME_00927,2021,Nebraska,Construction,Micro (1-9),5,0.184,0.0589,10844.0,0.0894,29,1992,1,0,0,4.6,0,0,0.0,0.0,8.88,Data quality,36800.0,0.0,10.844,1,Midwest,0,0.52105,1,17,0,1,1,1.0,Traditional SMEs
SME_00928,2024,Massachusetts,Manufacturing,Small (10-49),26,3.583,0.0492,176208.0,0.1813,42,1982,1,1,1,5.15,0,0,0.0,0.0,-13.4,Regulatory,137807.6923076923,0.0,176.208,2,Northeast,1,0.76895,6,11,1,2,3,0.0,Cost-Conscious Adopters
SME_00929,2019,Arizona,Agriculture,Medium (50-249),112,5.968500000000001,0.0189,339670.0,0.1802,40,1979,0,0,0,4.58,1,2,29926.25,21.32,4.02,,53290.17857142858,267.1986607142857,339.67,3,Southwest,0,0.25585,0,1,3,0,6,2.0,AI Pioneers
SME_00930,2024,Wyoming,Retail & E-commerce,Micro (1-9),6,0.86,0.0256,22025.0,0.0098,43,1981,1,1,0,2.97,0,0,0.0,0.0,10.98,Regulatory,143333.33333333334,0.0,22.025,1,West,1,0.5824,8,29,4,1,3,3.0,Digital Explorers
SME_00931,2024,Tennessee,Agriculture,Medium (50-249),112,5.056,0.0416,210263.0,0.1911,40,1984,0,0,0,4.69,0,0,0.0,0.0,14.81,Regulatory,45142.857142857145,0.0,210.263,3,Southeast,1,0.29865,0,24,2,0,3,2.0,AI Pioneers
SME_00932,2023,California,Manufacturing,Micro (1-9),8,0.183,0.0187,3415.0,0.0613,34,1989,1,0,1,1.0,0,0,0.0,0.0,-0.28,Regulatory,22875.0,0.0,3.415,1,West,1,0.3387,6,3,4,1,3,0.0,Cost-Conscious Adopters
SME_00933,2020,California,Hospitality & Food,Micro (1-9),1,0.05,0.0533,2664.0,0.0471,8,2012,0,0,0,4.67,0,0,0.0,0.0,22.79,Unclear ROI,50000.0,0.0,2.664,1,West,0,0.2435999999999999,5,3,4,1,5,1.0,Traditional SMEs
SME_00934,2024,Virginia,Agriculture,Micro (1-9),6,0.869,0.0294,25546.0,0.1276,32,1992,1,1,1,3.39,0,0,0.0,0.0,-3.48,Data quality,144833.33333333334,0.0,25.546,1,Southeast,1,0.6596000000000001,0,26,2,1,1,0.0,Cost-Conscious Adopters
SME_00935,2024,Arkansas,Retail & E-commerce,Micro (1-9),7,0.845,0.0128,10828.0,0.0804,28,1996,1,0,0,4.27,1,5,8672.0,26.97,23.54,,120714.28571428572,1238.857142857143,10.828,1,Southeast,1,0.4375,8,2,2,1,6,1.0,Traditional SMEs
SME_00936,2023,Michigan,Technology & Software,Micro (1-9),9,0.357,0.0317,11288.0,0.0,29,1994,1,0,0,3.95,1,1,13490.0,27.53,39.12,,39666.666666666664,1498.888888888889,11.288,1,Midwest,1,0.41605,9,12,0,1,6,1.0,Traditional SMEs
SME_00937,2024,New York,Construction,Small (10-49),32,1.283,0.012,15451.0,0.1268,48,1976,1,1,1,4.14,0,0,0.0,0.0,-5.38,Cost,40093.75,0.0,15.451,2,Northeast,1,0.6556000000000001,1,18,1,2,0,0.0,Cost-Conscious Adopters
SME_00938,2021,California,Manufacturing,Micro (1-9),5,0.377,0.0331,12460.0,0.0315,14,2007,1,0,1,2.91,0,0,0.0,0.0,11.96,Regulatory,75400.0,0.0,12.46,1,West,0,0.4026999999999999,6,3,4,1,3,0.0,Cost-Conscious Adopters
SME_00939,2024,Montana,Finance & Insurance,Micro (1-9),7,0.488,0.031,15153.0,0.0867,44,1980,1,0,1,1.34,0,0,0.0,0.0,-0.12,Regulatory,69714.28571428571,0.0,15.153,1,West,1,0.38005,3,16,4,1,3,0.0,Cost-Conscious Adopters
SME_00940,2024,Minnesota,Retail & E-commerce,Micro (1-9),5,0.183,0.016,2921.0,0.0276,26,1998,1,0,0,2.35,0,0,0.0,0.0,9.89,Security concerns,36600.0,0.0,2.921,1,Midwest,1,0.3583,8,13,0,1,4,1.0,Traditional SMEs
SME_00941,2023,Tennessee,Retail & E-commerce,Micro (1-9),4,0.145,0.0337,4905.0,0.1517,12,2011,0,1,0,4.8,1,5,17885.0,21.85,23.74,,36250.0,4471.25,4.905,1,Southeast,1,0.4703999999999999,8,24,2,1,6,3.0,Digital Explorers
SME_00942,2024,Wyoming,Manufacturing,Upper-Mid (250-500),112,5.968500000000001,0.0365,299457.0,0.1711,24,2000,1,1,0,7.5,0,0,0.0,0.0,10.65,Security concerns,53290.17857142858,0.0,299.457,4,West,1,0.8153,6,29,4,3,4,2.0,AI Pioneers
SME_00943,2020,Minnesota,Education,Small (10-49),36,0.637,0.0566,36045.0,0.1351,19,2001,0,1,1,6.13,0,0,0.0,0.0,18.81,Data quality,17694.444444444445,0.0,36.045,2,Midwest,0,0.53635,2,13,0,2,1,0.0,Cost-Conscious Adopters
SME_00944,2024,Colorado,Retail & E-commerce,Micro (1-9),3,0.08,0.0331,2640.0,0.0375,43,1981,1,0,0,4.04,1,4,4534.0,28.61,33.54,,26666.666666666668,1511.3333333333333,2.64,1,West,1,0.4395999999999999,8,4,4,1,6,1.0,Traditional SMEs
SME_00945,2021,Arizona,Finance & Insurance,Micro (1-9),7,0.536,0.0645,34582.0,0.1159,10,2011,1,0,1,1.0,0,0,0.0,0.0,1.34,Data quality,76571.42857142857,0.0,34.582,1,Southwest,0,0.4347,3,1,3,1,1,0.0,Cost-Conscious Adopters
SME_00946,2024,Nebraska,Manufacturing,Micro (1-9),7,0.886,0.0135,11956.0,0.1459,7,2017,1,0,0,4.12,0,0,0.0,0.0,-9.51,Regulatory,126571.42857142857,0.0,11.956,1,Midwest,1,0.4668,6,17,0,1,3,1.0,Traditional SMEs
SME_00947,2019,Massachusetts,Education,Micro (1-9),4,0.074,0.0429,3171.0,0.059,39,1980,0,0,0,2.36,0,0,0.0,0.0,-3.2,Unclear ROI,18500.0,0.0,3.171,1,Northeast,0,0.16465,2,11,1,1,5,1.0,Traditional SMEs
SME_00948,2020,California,Construction,Micro (1-9),9,0.616,0.0451,27787.0,0.1213,38,1982,0,0,1,2.63,0,0,0.0,0.0,30.89,Data quality,68444.44444444444,0.0,27.787,1,West,0,0.2072,1,3,4,1,1,0.0,Cost-Conscious Adopters
SME_00949,2024,California,Finance & Insurance,Small (10-49),26,4.017,0.0582,233795.0,0.1095,51,1973,0,1,0,3.33,1,6,16156.0,38.12,47.94,,154500.00000000003,621.3846153846154,233.795,2,West,1,0.44195,3,3,4,2,6,3.0,Digital Explorers
SME_00950,2022,Ohio,Manufacturing,Micro (1-9),3,0.116,0.0418,4858.0,0.038,34,1988,0,0,0,4.01,1,6,2145.0,33.13,7.86,,38666.666666666664,715.0,4.858,1,Midwest,0,0.202,6,20,0,1,6,1.0,Traditional SMEs
SME_00951,2023,Massachusetts,Technology & Software,Micro (1-9),6,0.21,0.0449,9438.0,0.1053,15,2008,1,0,0,5.24,1,1,5113.0,17.1,28.08,,35000.0,852.1666666666666,9.438,1,Northeast,1,0.5272,9,11,1,1,6,1.0,Traditional SMEs
SME_00952,2022,Florida,Construction,Micro (1-9),3,0.119,0.0178,2110.0,0.116,6,2016,0,0,0,3.15,0,0,0.0,0.0,11.16,Data quality,39666.666666666664,0.0,2.11,1,Southeast,0,0.1792,1,5,2,1,1,1.0,Traditional SMEs
SME_00953,2021,Montana,Retail & E-commerce,Small (10-49),41,0.372,0.056,20838.0,0.1788,41,1980,0,1,0,3.61,1,6,15440.0,37.0,19.01,,9073.170731707318,376.5853658536585,20.838,2,West,0,0.4817,8,16,4,2,6,3.0,Digital Explorers
SME_00954,2022,Wyoming,Technology & Software,Micro (1-9),9,0.715,0.0253,18052.0,0.1541,48,1974,0,0,1,4.91,0,0,0.0,0.0,12.77,Unclear ROI,79444.44444444444,0.0,18.052,1,West,0,0.2623,9,29,4,1,5,0.0,Cost-Conscious Adopters
SME_00955,2019,South Dakota,Education,Micro (1-9),9,0.143,0.0258,3707.0,0.12,10,2009,0,0,0,3.76,0,0,0.0,0.0,8.12,Cost,15888.888888888889,0.0,3.707,1,Midwest,0,0.2115,2,23,0,1,0,1.0,Traditional SMEs
SME_00956,2023,Massachusetts,Finance & Insurance,Small (10-49),13,0.783,0.0479,37476.0,0.0675,4,2019,1,0,0,6.68,1,1,12268.0,25.47,21.1,,60230.769230769234,943.6923076923076,37.476,2,Northeast,1,0.556,3,11,1,2,6,1.0,Traditional SMEs
SME_00957,2019,Massachusetts,Manufacturing,Micro (1-9),4,0.127,0.0283,3595.0,0.0,12,2007,0,0,1,3.72,0,0,0.0,0.0,0.46,Data quality,31750.0,0.0,3.595,1,Northeast,0,0.15405,6,11,1,1,1,0.0,Cost-Conscious Adopters
SME_00958,2022,Florida,Finance & Insurance,Medium (50-249),112,5.968500000000001,0.056,839011.0,0.2211,17,2005,1,0,0,4.04,1,2,29926.25,6.18,17.98,,53290.17857142858,267.1986607142857,839.011,3,Southeast,0,0.5552,3,5,2,0,6,2.0,AI Pioneers
SME_00959,2024,Iowa,Agriculture,Micro (1-9),4,0.05,0.0231,1157.0,0.1058,14,2010,1,1,0,2.59,0,0,0.0,0.0,-29.13,Lack of expertise,12500.0,0.0,1.157,1,Midwest,1,0.6152500000000001,0,9,0,1,2,3.0,Digital Explorers
SME_00960,2022,Georgia,Agriculture,Medium (50-249),112,5.865,0.0571,335149.0,0.3068,6,2016,1,1,0,3.48,0,0,0.0,0.0,-0.44,Security concerns,52366.07142857143,0.0,335.149,3,Southeast,0,0.74005,0,6,2,0,4,2.0,AI Pioneers
SME_00961,2022,Pennsylvania,Agriculture,Micro (1-9),1,0.05,0.0289,1447.0,0.1368,52,1970,1,1,0,3.16,0,0,0.0,0.0,22.16,Unclear ROI,50000.0,0.0,1.447,1,Northeast,0,0.65655,0,22,1,1,5,3.0,Digital Explorers
SME_00962,2019,Ohio,Construction,Medium (50-249),112,5.968500000000001,0.0685,529904.0,0.1541,42,1977,1,0,1,6.95,1,3,29926.25,21.02,1.83,,53290.17857142858,267.1986607142857,529.904,3,Midwest,0,0.6383000000000001,1,20,0,0,6,2.0,AI Pioneers
SME_00963,2024,Pennsylvania,Hospitality & Food,Micro (1-9),5,0.208,0.0183,3811.0,0.0741,54,1970,1,0,0,1.57,0,0,0.0,0.0,-10.76,Data quality,41600.0,0.0,3.811,1,Northeast,1,0.3615999999999999,5,22,1,1,1,1.0,Traditional SMEs
SME_00964,2022,Minnesota,Finance & Insurance,Small (10-49),45,1.665,0.0484,80605.0,0.1012,32,1990,0,0,1,6.97,1,7,7923.0,23.03,25.57,,37000.0,176.06666666666666,80.605,2,Midwest,0,0.3322999999999999,3,13,0,2,6,0.0,Cost-Conscious Adopters
SME_00965,2024,Georgia,Retail & E-commerce,Medium (50-249),112,3.613,0.0557,201208.0,0.0695,45,1979,0,1,1,7.37,1,6,24822.0,44.78,25.14,,32258.928571428572,221.625,201.208,3,Southeast,1,0.5394000000000001,8,6,2,0,6,2.0,AI Pioneers
SME_00966,2023,Michigan,Professional Services,Small (10-49),45,0.777,0.0165,12778.0,0.0781,12,2011,0,1,0,2.72,0,0,0.0,0.0,24.73,Data quality,17266.666666666668,0.0,12.778,2,Midwest,1,0.3454,7,12,0,2,1,3.0,Digital Explorers
SME_00967,2023,Texas,Agriculture,Micro (1-9),8,0.228,0.0274,6253.0,0.04,42,1981,0,0,0,1.59,0,0,0.0,0.0,-5.69,Lack of expertise,28500.0,0.0,6.253,1,Southwest,1,0.1088,0,25,3,1,2,1.0,Traditional SMEs
SME_00968,2022,Massachusetts,Finance & Insurance,Small (10-49),32,2.539,0.0281,71452.0,0.1502,13,2009,0,0,0,5.97,1,4,29926.25,12.91,10.47,,79343.75,935.1953125,71.452,2,Northeast,0,0.29635,3,11,1,2,6,1.0,Traditional SMEs
SME_00969,2024,Washington,Construction,Small (10-49),15,1.164,0.0296,34432.0,0.0762,24,2000,1,1,1,5.87,0,0,0.0,0.0,22.38,Lack of expertise,77600.0,0.0,34.432,2,West,1,0.7086,1,27,4,2,2,0.0,Cost-Conscious Adopters
SME_00970,2021,Washington,Agriculture,Micro (1-9),8,0.088,0.0163,1439.0,0.1297,18,2003,0,0,0,2.67,0,0,0.0,0.0,23.34,Cost,11000.0,0.0,1.439,1,West,0,0.1694,0,27,4,1,0,1.0,Traditional SMEs
SME_00971,2021,Iowa,Healthcare & Biotech,Medium (50-249),97,4.248,0.0738,313541.0,0.2161,35,1986,0,0,1,6.82,0,0,0.0,0.0,10.65,Data quality,43793.81443298969,0.0,313.541,3,Midwest,0,0.4153,4,9,0,0,1,2.0,AI Pioneers
SME_00972,2023,Florida,Professional Services,Micro (1-9),6,0.173,0.0319,5511.0,0.1132,27,1996,0,1,0,4.26,1,6,415.0,31.72,31.51,,28833.333333333332,69.16666666666667,5.511,1,Southeast,1,0.4322499999999999,7,5,2,1,6,3.0,Digital Explorers
SME_00973,2024,Indiana,Construction,Small (10-49),39,2.042,0.0219,44755.0,0.1657,7,2017,1,0,0,3.4,0,0,0.0,0.0,-6.35,Cost,52358.97435897435,0.0,44.755,2,Midwest,1,0.4676999999999999,1,8,0,2,0,1.0,Traditional SMEs
SME_00974,2019,Missouri,Retail & E-commerce,Micro (1-9),7,0.707,0.0314,22231.0,0.1654,30,1989,0,1,0,2.83,0,0,0.0,0.0,20.51,Regulatory,101000.0,0.0,22.231,1,Midwest,0,0.4147,8,15,0,1,3,3.0,Digital Explorers
SME_00975,2023,Arizona,Healthcare & Biotech,Small (10-49),10,0.348,0.0669,23306.0,0.011,37,1986,1,0,0,8.27,1,5,4168.0,25.84,35.98,,34800.0,416.8,23.306,2,Southwest,1,0.60395,4,1,3,2,6,1.0,Traditional SMEs
SME_00976,2021,Georgia,Agriculture,Small (10-49),24,0.29,0.0188,5457.0,0.0361,28,1993,0,0,1,6.15,0,0,0.0,0.0,0.02,Unclear ROI,12083.333333333334,0.0,5.457,2,Southeast,0,0.23075,0,6,2,2,5,0.0,Cost-Conscious Adopters
SME_00977,2023,North Carolina,Agriculture,Small (10-49),39,3.103,0.0664,206101.0,0.0679,36,1987,0,1,0,3.58,1,7,29926.25,35.91,19.83,,79564.10256410256,767.3397435897435,206.101,2,Southeast,1,0.44095,0,19,2,2,6,3.0,Digital Explorers
SME_00978,2020,Georgia,Manufacturing,Upper-Mid (250-500),112,5.968500000000001,0.1021,2418802.0,0.1819,14,2006,0,0,1,8.76,0,0,0.0,0.0,9.25,Unclear ROI,53290.17857142858,0.0,2418.802,4,Southeast,0,0.5037499999999999,6,6,2,3,5,2.0,AI Pioneers
SME_00979,2024,Colorado,Professional Services,Micro (1-9),5,0.05,0.031,1548.0,0.0847,48,1976,1,0,0,2.94,1,4,7488.0,27.48,17.91,,10000.0,1497.6,1.548,1,West,1,0.42705,7,4,4,1,6,1.0,Traditional SMEs
SME_00980,2024,Colorado,Manufacturing,Micro (1-9),7,0.305,0.0264,8056.0,0.1455,37,1987,0,0,0,3.21,0,0,0.0,0.0,6.68,Security concerns,43571.42857142857,0.0,8.056,1,West,1,0.20865,6,4,4,1,4,1.0,Traditional SMEs
SME_00981,2019,Washington,Healthcare & Biotech,Micro (1-9),5,0.524,0.0443,23211.0,0.0491,35,1984,1,0,0,5.07,0,0,0.0,0.0,22.33,Regulatory,104800.0,0.0,23.211,1,West,0,0.4931,4,27,4,1,3,1.0,Traditional SMEs
SME_00982,2022,Texas,Construction,Micro (1-9),9,0.388,0.0341,13210.0,0.0616,35,1987,1,0,0,3.3,0,0,0.0,0.0,3.95,Unclear ROI,43111.11111111111,0.0,13.21,1,Southwest,0,0.4309499999999999,1,25,3,1,5,1.0,Traditional SMEs
SME_00983,2022,Missouri,Finance & Insurance,Medium (50-249),112,3.493,0.0263,91723.0,0.099,40,1982,1,0,1,5.61,1,3,29926.25,20.78,11.46,,31187.5,267.1986607142857,91.723,3,Midwest,0,0.50725,3,15,0,0,6,2.0,AI Pioneers
SME_00984,2024,Tennessee,Retail & E-commerce,Micro (1-9),7,0.177,0.042,7439.0,0.1235,11,2013,0,0,0,5.47,1,5,2624.0,34.27,28.07,,25285.714285714286,374.8571428571428,7.439,1,Southeast,1,0.2888499999999999,8,24,2,1,6,1.0,Traditional SMEs
SME_00985,2020,Illinois,Finance & Insurance,Upper-Mid (250-500),112,5.968500000000001,0.0915,2462239.0,0.0179,42,1978,0,0,1,6.12,1,7,29926.25,34.97,39.88,,53290.17857142858,267.1986607142857,2462.239,4,Midwest,0,0.3298,3,7,0,3,6,2.0,AI Pioneers
SME_00986,2024,Wyoming,Hospitality & Food,Micro (1-9),6,0.121,0.0178,2154.0,0.093,4,2020,0,0,0,4.33,0,0,0.0,0.0,25.79,Unclear ROI,20166.666666666668,0.0,2.154,1,West,1,0.2031,5,29,4,1,5,1.0,Traditional SMEs
SME_00987,2019,Arizona,Retail & E-commerce,Medium (50-249),75,1.611,0.0692,111428.0,0.1806,26,1993,1,0,0,6.4,0,0,0.0,0.0,0.02,Data quality,21480.0,0.0,111.428,3,Southwest,0,0.6361,8,1,3,0,1,2.0,AI Pioneers
SME_00988,2019,Wyoming,Professional Services,Small (10-49),22,0.681,0.0372,25308.0,0.192,17,2002,0,0,0,5.14,0,0,0.0,0.0,23.85,Lack of expertise,30954.545454545456,0.0,25.308,2,West,0,0.306,7,29,4,2,2,1.0,Traditional SMEs
SME_00989,2020,Colorado,Technology & Software,Micro (1-9),7,0.184,0.027,4980.0,0.0643,10,2010,1,0,0,3.93,1,3,5881.0,21.77,18.53,,26285.714285714286,840.1428571428571,4.98,1,West,0,0.44055,9,4,4,1,6,1.0,Traditional SMEs
